5003	8	40599
20481
5003	8	49729
20481
5003	8	45727
20481
5003	8	36730
5003	8	45348
20481
5003	8	61620
20481
5003	8	34532
5003	8	41745
5003	8	28631
20481
5003	8	49883
20481
5003	8	40808
20481
5003	8	25990
20481
5003	8	54903
5003	8	42726
20481
5003	8	62039
5003	8	48546
20481
5003	8	53461
20481
5003	8	38534
5003	8	35369
20481
5003	8	19160
5003	8	29130
20481
20481
5003	8	19318
5003	13	19441
20481
5003	8	19318
5003	13	19441
5003	8	14328
20481
5003	8	2135
5003	8	45533
20481
20481
5003	8	7112
20481
5003	8	16668
5003	8	47511
20481
5003	8	43396
5003	8	63288
20481
5003	8	16759
5003	8	34873
20481
5003	8	44810
5003	13	45987
5003	13	45987
5003	8	49416
20481
5003	8	35373
20481
5003	8	45763
20481
5003	8	56786
20481
5003	13	11642
5003	8	20167
5003	13	11642
20481
5003	8	15736
5003	8	25245
20481
5003	8	8515
5003	8	37465
20481
5003	8	61839
5003	8	26646
20481
5003	8	11254
5003	13	7005
5003	8	11254
5003	13	7005
20481
5003	8	10808
5003	8	20736
20481
5003	8	30652
5003	8	38092
20481
5003	8	54839
5003	8	32259
20481
5003	8	53017
5003	8	17712
5003	13	16539
20481
5003	8	17712
5003	13	16539
20481
5003	8	36239
20481
5003	8	20816
5003	8	63323
20481
5003	8	28544
5003	8	61109
20481
5003	8	17296
5003	8	49019
20481
5003	8	33721
20481
5003	8	54968
5003	8	8368
20481
5003	8	14250
20481
5003	8	33680
5003	8	31896
5003	8	42742
20481
5003	8	45104
20481
5003	8	9901
5003	8	62295
20481
5003	8	36973
5003	8	25024
20481
5003	8	44975
20481
5003	8	9693
5003	8	56331
20481
5003	8	1643
5003	8	9412
20481
5003	8	19816
5003	8	48745
20481
5003	8	35297
5003	8	34824
20481
5003	8	44324
20481
5003	8	21740
5003	8	53334
20481
5003	8	54670
5003	8	19843
5003	8	40605
20481
5003	8	29311
5003	8	28361
20481
5003	8	37873
5003	8	52874
20481
5003	8	51542
5003	8	59230
20481
5003	8	27988
5003	8	46522
20481
5003	8	31622
20481
5003	8	47413
5003	8	49298
20481
5003	8	13197
20481
5003	8	24398
5003	8	44768
5003	8	52876
20481
5003	8	46250
5003	8	43499
20481
20481
5003	8	21341
5003	8	28542
20481
20481
5003	8	21356
5003	8	57138
20481
5003	8	10156
20481
5003	8	56806
5003	8	34671
20481
5003	8	57390
20481
20481
5003	8	65246
20481
5003	8	38178
5003	8	36331
20481
20481
5003	8	13379
5003	8	21076
20481
5003	8	26038
20481
5003	8	14263
5003	8	10356
20481
5003	8	3557
20481
5003	8	13666
20481
5003	8	18454
5003	8	16634
5003	8	26119
20481
5003	8	2602
5003	8	22627
20481
5003	8	64664
5003	8	20813
20481
5003	8	44691
5003	8	53694
5003	8	6276
20481
5003	8	7907
20481
5003	8	60335
20481
5003	8	26895
5003	8	46862
20481
5003	8	821
20481
5003	8	21636
5003	8	32030
5003	8	6776
20481
5003	8	40746
20481
5003	8	59284
5003	8	12319
20481
5003	8	11498
5003	8	64419
20481
5003	8	40850
20481
20481
5003	8	51709
20481
5003	8	24602
5003	8	32431
5003	8	53667
20481
5003	8	27894
5003	8	38735
20481
20481
5003	8	62412
5003	8	50707
20481
5003	8	58429
20481
5003	8	24499
20481
5003	8	14175
20481
5003	8	11480
5003	8	21964
20481
5003	8	50182
20481
5003	8	16283
5003	8	14047
20481
20481
5003	8	47150
20481
5003	8	63226
20481
5003	8	13070
5003	8	63223
20481
5003	8	15355
5003	8	12565
20481
5003	8	1247
20481
5003	8	10606
5003	8	30140
20481
5003	8	62227
20481
5003	8	5750
5003	8	22830
20481
5003	8	19362
5003	8	7185
20481
5003	8	5419
5003	8	46508
20481
5003	8	34298
20481
5003	8	4494
5003	8	873
20481
5003	8	63787
20481
5003	8	19075
20481
5003	8	30810
20481
5003	8	29926
20481
5003	8	26714
5003	8	4095
20481
5003	8	39411
5003	8	27254
20481
5003	8	16106
20481
5003	8	37339
20481
5003	8	44519
20481
5003	8	30635
20481
5003	8	16756
20481
5003	8	50233
5003	8	38943
20481
5003	8	36695
20481
5003	8	13759
20481
5003	8	8856
5003	8	26622
20481
20481
5003	8	34092
20481
5003	8	19311
20481
5003	8	30393
20481
5003	8	26311
20481
5003	8	39002
5003	8	15980
20481
5003	8	57980
20481
5003	8	63127
20481
5003	8	2146
20481
20481
5003	8	25165
20481
5003	8	12084
5003	8	19767
20481
5003	8	24506
20481
5003	8	33978
5003	8	64685
20481
5003	8	24153
20481
5003	8	13407
20481
5003	8	7339
20481
5003	8	2964
5003	8	17398
20481
5003	8	38670
20481
5003	8	19287
20481
5003	8	2543
5003	8	39795
5003	13	39030
20481
5003	8	39795
5003	13	39030
20481
20481
5003	8	30445
5003	13	34088
5003	8	41304
5003	13	38603
20481
5003	8	41304
5003	13	38603
5003	8	62551
20481
5003	8	7456
5003	8	40054
20481
5003	8	59079
5003	8	3927
20481
20481
5003	8	18468
5003	8	7170
20481
5003	8	35660
20481
5003	8	51546
20481
5003	8	16799
5003	8	26769
20481
5003	8	15037
5003	8	14587
20481
5003	8	57472
5003	8	6905
20481
5003	8	15177
5003	8	41951
20481
5003	8	28849
5003	8	4014
20481
5003	13	16185
5003	8	23139
20481
5003	13	16185
5003	8	63373
20481
5003	8	9903
20481
5003	8	28948
5003	8	26341
5003	8	58465
20481
5003	13	3371
20481
5003	8	10525
5003	13	3371
20481
5003	8	61594
5003	13	65054
5003	13	65054
5003	8	6909
20481
5003	8	44220
5003	8	39697
20481
5003	8	4498
5003	13	2406
20481
5003	8	4498
5003	13	2406
20481
5003	8	8689
5003	8	4114
20481
5003	8	59811
20481
5003	8	37644
5003	8	1934
20481
5003	8	62526
5003	8	28654
20481
20481
5003	8	1108
5003	8	44029
20481
5003	8	26419
5003	8	28237
20481
5003	8	23644
5003	8	593
20481
5003	8	42307
20481
5003	8	26039
20481
5003	8	1676
5003	8	40631
20481
5003	8	50197
5003	8	22730
20481
20481
5003	8	38628
20481
5003	8	22832
20481
5003	8	53140
5003	8	6213
20481
5003	8	18562
5003	8	39804
20481
5003	8	13262
20481
5003	8	39422
5003	8	27335
20481
5003	8	5147
5003	8	48087
5003	8	44043
20481
5003	8	42724
20481
5003	8	63975
5003	8	63538
20481
5003	8	49649
20481
20481
5003	8	2567
20481
5003	8	35120
5003	8	52705
20481
5003	8	10221
5003	8	6240
20481
5003	8	27479
5003	8	765
20481
20481
5003	8	7997
5003	8	18858
20481
20481
5003	8	41173
5003	13	39822
5003	8	41173
5003	13	39822
20481
5003	8	60722
20481
5003	8	26435
20481
5003	8	9294
20481
5003	8	36151
20481
5003	8	2363
5003	8	43080
20481
5003	8	36812
20481
5003	8	56643
20481
5003	8	47200
20481
5003	8	14672
5003	8	29195
20481
5003	8	54919
5003	8	54472
20481
5003	8	1314
5003	8	55511
20481
5003	8	57939
5003	13	53171
20481
5003	8	57939
5003	13	53171
20481
5003	8	10969
5003	8	53400
20481
5003	8	27661
5003	8	57987
5003	13	55675
5003	8	57987
20481
5003	13	55675
5003	8	34021
20481
20481
5003	8	10121
5003	8	16001
20481
5003	8	65316
20481
5003	13	38595
5003	8	41376
5003	13	38595
20481
20481
5003	8	27152
5003	8	45688
20481
20481
5003	8	45248
5003	8	52533
20481
5003	8	17720
5003	8	23190
20481
5003	8	54868
20481
5003	8	16973
20481
5003	8	27425
20481
5003	8	2110
5003	8	1235
20481
5003	8	18878
5003	8	60931
20481
5003	8	15764
20481
5003	8	25752
5003	8	47431
20481
20481
5003	8	56062
5003	13	37627
5003	8	44282
5003	13	37627
20481
5003	8	27179
20481
5003	8	40599
20481
5003	8	49729
20481
5003	8	45727
20481
5003	8	36730
5003	8	45348
20481
5003	8	61620
20481
5003	8	34532
5003	8	41745
5003	8	28631
20481
5003	8	49883
20481
5003	8	40808
20481
5003	8	25990
20481
5003	8	54903
5003	8	42726
20481
5003	8	62039
5003	8	48546
20481
5003	8	53461
20481
5003	8	38534
5003	8	35369
20481
5003	8	19160
5003	8	29130
20481
20481
5003	8	19318
5003	13	19441
20481
5003	8	19318
5003	13	19441
5003	8	14328
20481
5003	8	2135
5003	8	45533
20481
20481
5003	8	7112
20481
5003	8	16668
5003	8	47511
20481
5003	8	43396
5003	8	63288
20481
5003	8	16759
5003	8	34873
20481
5003	8	44810
5003	13	45987
5003	13	45987
5003	8	49416
20481
5003	8	35373
20481
5003	8	45763
20481
5003	8	56786
20481
5003	13	11642
5003	8	20167
5003	13	11642
20481
5003	8	15736
5003	8	25245
20481
5003	8	8515
5003	8	37465
20481
5003	8	61839
5003	8	26646
20481
5003	8	11254
5003	13	7005
5003	8	11254
5003	13	7005
20481
5003	8	10808
5003	8	20736
20481
5003	8	30652
5003	8	38092
20481
5003	8	54839
5003	8	32259
20481
5003	8	53017
5003	8	17712
5003	13	16539
20481
5003	8	17712
5003	13	16539
20481
5003	8	36239
20481
5003	8	20816
5003	8	63323
20481
5003	8	28544
5003	8	61109
20481
5003	8	17296
5003	8	49019
20481
5003	8	33721
20481
5003	8	54968
5003	8	8368
20481
5003	8	14250
20481
5003	8	33680
5003	8	31896
5003	8	42742
20481
5003	8	45104
20481
5003	8	9901
5003	8	62295
20481
5003	8	36973
5003	8	25024
20481
5003	8	44975
20481
5003	8	9693
5003	8	56331
20481
5003	8	1643
5003	8	9412
20481
5003	8	19816
5003	8	48745
20481
5003	8	35297
5003	8	34824
20481
5003	8	44324
20481
5003	8	21740
5003	8	53334
20481
5003	8	54670
5003	8	19843
5003	8	40605
20481
5003	8	29311
5003	8	28361
20481
5003	8	37873
5003	8	52874
20481
5003	8	51542
5003	8	59230
20481
5003	8	27988
5003	8	46522
20481
5003	8	31622
20481
5003	8	47413
5003	8	49298
20481
5003	8	13197
20481
5003	8	24398
5003	8	44768
5003	8	52876
20481
5003	8	46250
5003	8	43499
20481
20481
5003	8	21341
5003	8	28542
20481
20481
5003	8	21356
5003	8	57138
20481
5003	8	10156
20481
5003	8	56806
5003	8	34671
20481
5003	8	57390
20481
20481
5003	8	65246
20481
5003	8	38178
5003	8	36331
20481
20481
5003	8	13379
5003	8	21076
20481
5003	8	26038
20481
5003	8	14263
5003	8	10356
20481
5003	8	3557
20481
5003	8	13666
20481
5003	8	18454
5003	8	16634
5003	8	26119
20481
5003	8	2602
5003	8	22627
20481
5003	8	64664
5003	8	20813
20481
5003	8	44691
5003	8	53694
5003	8	6276
20481
5003	8	7907
20481
5003	8	60335
20481
5003	8	26895
5003	8	46862
20481
5003	8	821
20481
5003	8	21636
5003	8	32030
5003	8	6776
20481
5003	8	40746
20481
5003	8	59284
5003	8	12319
20481
5003	8	11498
5003	8	64419
20481
5003	8	40850
20481
20481
5003	8	51709
20481
5003	8	24602
5003	8	32431
5003	8	53667
20481
5003	8	27894
5003	8	38735
20481
20481
5003	8	62412
5003	8	50707
20481
5003	8	58429
20481
5003	8	24499
20481
5003	8	14175
20481
5003	8	11480
5003	8	21964
20481
5003	8	50182
20481
5003	8	16283
5003	8	14047
20481
20481
5003	8	47150
20481
5003	8	63226
20481
5003	8	13070
5003	8	63223
20481
5003	8	15355
5003	8	12565
20481
5003	8	1247
20481
5003	8	10606
5003	8	30140
20481
5003	8	62227
20481
5003	8	5750
5003	8	22830
20481
5003	8	19362
5003	8	7185
20481
5003	8	5419
5003	8	46508
20481
5003	8	34298
20481
5003	8	4494
5003	8	873
20481
5003	8	63787
20481
5003	8	19075
20481
5003	8	30810
20481
5003	8	29926
20481
5003	8	26714
5003	8	4095
20481
5003	8	39411
5003	8	27254
20481
5003	8	16106
20481
5003	8	37339
20481
5003	8	44519
20481
5003	8	30635
20481
5003	8	16756
20481
5003	8	50233
5003	8	38943
20481
5003	8	36695
20481
5003	8	13759
20481
5003	8	8856
5003	8	26622
20481
20481
5003	8	34092
20481
5003	8	19311
20481
5003	8	30393
20481
5003	8	26311
20481
5003	8	39002
5003	8	15980
20481
5003	8	57980
20481
5003	8	63127
20481
5003	8	2146
20481
20481
5003	8	25165
20481
5003	8	12084
5003	8	19767
20481
5003	8	24506
20481
5003	8	33978
5003	8	64685
20481
5003	8	24153
20481
5003	8	13407
20481
5003	8	7339
20481
5003	8	2964
5003	8	17398
20481
5003	8	38670
20481
5003	8	19287
20481
5003	8	2543
5003	8	39795
5003	13	39030
20481
5003	8	39795
5003	13	39030
20481
20481
5003	8	30445
5003	13	34088
5003	8	41304
5003	13	38603
20481
5003	8	41304
5003	13	38603
5003	8	62551
20481
5003	8	7456
5003	8	40054
20481
5003	8	59079
5003	8	3927
20481
20481
5003	8	18468
5003	8	7170
20481
5003	8	35660
20481
5003	8	51546
20481
5003	8	16799
5003	8	26769
20481
5003	8	15037
5003	8	14587
20481
5003	8	57472
5003	8	6905
20481
5003	8	15177
5003	8	41951
20481
5003	8	28849
5003	8	4014
20481
5003	13	16185
5003	8	23139
20481
5003	13	16185
5003	8	63373
20481
5003	8	9903
20481
5003	8	28948
5003	8	26341
5003	8	58465
20481
5003	13	3371
20481
5003	8	10525
5003	13	3371
20481
5003	8	61594
5003	13	65054
5003	13	65054
5003	8	6909
20481
5003	8	44220
5003	8	39697
20481
5003	8	4498
5003	13	2406
20481
5003	8	4498
5003	13	2406
20481
5003	8	8689
5003	8	4114
20481
5003	8	59811
20481
5003	8	37644
5003	8	1934
20481
5003	8	62526
5003	8	28654
20481
20481
5003	8	1108
5003	8	44029
20481
5003	8	26419
5003	8	28237
20481
5003	8	23644
5003	8	593
20481
5003	8	42307
20481
5003	8	26039
20481
5003	8	1676
5003	8	40631
20481
5003	8	50197
5003	8	22730
20481
20481
5003	8	38628
20481
5003	8	22832
20481
5003	8	53140
5003	8	6213
20481
5003	8	18562
5003	8	39804
20481
5003	8	13262
20481
5003	8	39422
5003	8	27335
20481
5003	8	5147
5003	8	48087
5003	8	44043
20481
5003	8	42724
20481
5003	8	63975
5003	8	63538
20481
5003	8	49649
20481
20481
5003	8	2567
20481
5003	8	35120
5003	8	52705
20481
5003	8	10221
5003	8	6240
20481
5003	8	27479
5003	8	765
20481
20481
5003	8	7997
5003	8	18858
20481
20481
5003	8	41173
5003	13	39822
5003	8	41173
5003	13	39822
20481
5003	8	60722
20481
5003	8	26435
20481
5003	8	9294
20481
5003	8	36151
20481
5003	8	2363
5003	8	43080
20481
5003	8	36812
20481
5003	8	56643
20481
5003	8	47200
20481
5003	8	14672
5003	8	29195
20481
5003	8	54919
5003	8	54472
20481
5003	8	1314
5003	8	55511
20481
5003	8	57939
5003	13	53171
20481
5003	8	57939
5003	13	53171
20481
5003	8	10969
5003	8	53400
20481
5003	8	27661
5003	8	57987
5003	13	55675
5003	8	57987
20481
5003	13	55675
5003	8	34021
20481
20481
5003	8	10121
5003	8	16001
20481
5003	8	65316
20481
5003	13	38595
5003	8	41376
5003	13	38595
20481
20481
5003	8	27152
5003	8	45688
20481
20481
5003	8	45248
5003	8	52533
20481
5003	8	17720
5003	8	23190
20481
5003	8	54868
20481
5003	8	16973
20481
5003	8	27425
20481
5003	8	2110
5003	8	1235
20481
5003	8	18878
5003	8	60931
20481
5003	8	15764
20481
5003	8	25752
5003	8	47431
20481
20481
5003	8	56062
5003	13	37627
5003	8	44282
5003	13	37627
20481
5003	8	27179
20481
5003	8	40599
20481
5003	8	49729
20481
5003	8	45727
20481
5003	8	36730
5003	8	45348
20481
5003	8	61620
20481
5003	8	34532
5003	8	41745
5003	8	28631
20481
5003	8	49883
20481
5003	8	40808
20481
5003	8	25990
20481
5003	8	54903
5003	8	42726
20481
5003	8	62039
5003	8	48546
20481
5003	8	53461
20481
5003	8	38534
5003	8	35369
20481
5003	8	19160
5003	8	29130
20481
20481
5003	8	19318
5003	13	19441
20481
5003	8	19318
5003	13	19441
5003	8	14328
20481
5003	8	2135
5003	8	45533
20481
20481
5003	8	7112
20481
5003	8	16668
5003	8	47511
20481
5003	8	43396
5003	8	63288
20481
5003	8	16759
5003	8	34873
20481
5003	8	44810
5003	13	45987
5003	13	45987
5003	8	49416
20481
5003	8	35373
20481
5003	8	45763
20481
5003	8	56786
20481
5003	13	11642
5003	8	20167
5003	13	11642
20481
5003	8	15736
5003	8	25245
20481
5003	8	8515
5003	8	37465
20481
5003	8	61839
5003	8	26646
20481
5003	8	11254
5003	13	7005
5003	8	11254
5003	13	7005
20481
5003	8	10808
5003	8	20736
20481
5003	8	30652
5003	8	38092
20481
5003	8	54839
5003	8	32259
20481
5003	8	53017
5003	8	17712
5003	13	16539
20481
5003	8	17712
5003	13	16539
20481
5003	8	36239
20481
5003	8	20816
5003	8	63323
20481
5003	8	28544
5003	8	61109
20481
5003	8	17296
5003	8	49019
20481
5003	8	33721
20481
5003	8	54968
5003	8	8368
20481
5003	8	14250
20481
5003	8	33680
5003	8	31896
5003	8	42742
20481
5003	8	45104
20481
5003	8	9901
5003	8	62295
20481
5003	8	36973
5003	8	25024
20481
5003	8	44975
20481
5003	8	9693
5003	8	56331
20481
5003	8	1643
5003	8	9412
20481
5003	8	19816
5003	8	48745
20481
5003	8	35297
5003	8	34824
20481
5003	8	44324
20481
5003	8	21740
5003	8	53334
20481
5003	8	54670
5003	8	19843
5003	8	40605
20481
5003	8	29311
5003	8	28361
20481
5003	8	37873
5003	8	52874
20481
5003	8	51542
5003	8	59230
20481
5003	8	27988
5003	8	46522
20481
5003	8	31622
20481
5003	8	47413
5003	8	49298
20481
5003	8	13197
20481
5003	8	24398
5003	8	44768
5003	8	52876
20481
5003	8	46250
5003	8	43499
20481
20481
5003	8	21341
5003	8	28542
20481
20481
5003	8	21356
5003	8	57138
20481
5003	8	10156
20481
5003	8	56806
5003	8	34671
20481
5003	8	57390
20481
20481
5003	8	65246
20481
5003	8	38178
5003	8	36331
20481
20481
5003	8	13379
5003	8	21076
20481
5003	8	26038
20481
5003	8	14263
5003	8	10356
20481
5003	8	3557
20481
5003	8	13666
20481
5003	8	18454
5003	8	16634
5003	8	26119
20481
5003	8	2602
5003	8	22627
20481
5003	8	64664
5003	8	20813
20481
5003	8	44691
5003	8	53694
5003	8	6276
20481
5003	8	7907
20481
5003	8	60335
20481
5003	8	26895
5003	8	46862
20481
5003	8	821
20481
5003	8	21636
5003	8	32030
5003	8	6776
20481
5003	8	40746
20481
5003	8	59284
5003	8	12319
20481
5003	8	11498
5003	8	64419
20481
5003	8	40850
20481
20481
5003	8	51709
20481
5003	8	24602
5003	8	32431
5003	8	53667
20481
5003	8	27894
5003	8	38735
20481
20481
5003	8	62412
5003	8	50707
20481
5003	8	58429
20481
5003	8	24499
20481
5003	8	14175
20481
5003	8	11480
5003	8	21964
20481
5003	8	50182
20481
5003	8	16283
5003	8	14047
20481
20481
5003	8	47150
20481
5003	8	63226
20481
5003	8	13070
5003	8	63223
20481
5003	8	15355
5003	8	12565
20481
5003	8	1247
20481
5003	8	10606
5003	8	30140
20481
5003	8	62227
20481
5003	8	5750
5003	8	22830
20481
5003	8	19362
5003	8	7185
20481
5003	8	5419
5003	8	46508
20481
5003	8	34298
20481
5003	8	4494
5003	8	873
20481
5003	8	63787
20481
5003	8	19075
20481
5003	8	30810
20481
5003	8	29926
20481
5003	8	26714
5003	8	4095
20481
5003	8	39411
5003	8	27254
20481
5003	8	16106
20481
5003	8	37339
20481
5003	8	44519
20481
5003	8	30635
20481
5003	8	16756
20481
5003	8	50233
5003	8	38943
20481
5003	8	36695
20481
5003	8	13759
20481
5003	8	8856
5003	8	26622
20481
20481
5003	8	34092
20481
5003	8	19311
20481
5003	8	30393
20481
5003	8	26311
20481
5003	8	39002
5003	8	15980
20481
5003	8	57980
20481
5003	8	63127
20481
5003	8	2146
20481
20481
5003	8	25165
20481
5003	8	12084
5003	8	19767
20481
5003	8	24506
20481
5003	8	33978
5003	8	64685
20481
5003	8	24153
20481
5003	8	13407
20481
5003	8	7339
20481
5003	8	2964
5003	8	17398
20481
5003	8	38670
20481
5003	8	19287
20481
5003	8	2543
5003	8	39795
5003	13	39030
20481
5003	8	39795
5003	13	39030
20481
20481
5003	8	30445
5003	13	34088
5003	8	41304
5003	13	38603
20481
5003	8	41304
5003	13	38603
5003	8	62551
20481
5003	8	7456
5003	8	40054
20481
5003	8	59079
5003	8	3927
20481
20481
5003	8	18468
5003	8	7170
20481
5003	8	35660
20481
5003	8	51546
20481
5003	8	16799
5003	8	26769
20481
5003	8	15037
5003	8	14587
20481
5003	8	57472
5003	8	6905
20481
5003	8	15177
5003	8	41951
20481
5003	8	28849
5003	8	4014
20481
5003	13	16185
5003	8	23139
20481
5003	13	16185
5003	8	63373
20481
5003	8	9903
20481
5003	8	28948
5003	8	26341
5003	8	58465
20481
5003	13	3371
20481
5003	8	10525
5003	13	3371
20481
5003	8	61594
5003	13	65054
5003	13	65054
5003	8	6909
20481
5003	8	44220
5003	8	39697
20481
5003	8	4498
5003	13	2406
20481
5003	8	4498
5003	13	2406
20481
5003	8	8689
5003	8	4114
20481
5003	8	59811
20481
5003	8	37644
5003	8	1934
20481
5003	8	62526
5003	8	28654
20481
20481
5003	8	1108
5003	8	44029
20481
5003	8	26419
5003	8	28237
20481
5003	8	23644
5003	8	593
20481
5003	8	42307
20481
5003	8	26039
20481
5003	8	1676
5003	8	40631
20481
5003	8	50197
5003	8	22730
20481
20481
5003	8	38628
20481
5003	8	22832
20481
5003	8	53140
5003	8	6213
20481
5003	8	18562
5003	8	39804
20481
5003	8	13262
20481
5003	8	39422
5003	8	27335
20481
5003	8	5147
5003	8	48087
5003	8	44043
20481
5003	8	42724
20481
5003	8	63975
5003	8	63538
20481
5003	8	49649
20481
20481
5003	8	2567
20481
5003	8	35120
5003	8	52705
20481
5003	8	10221
5003	8	6240
20481
5003	8	27479
5003	8	765
20481
20481
5003	8	7997
5003	8	18858
20481
20481
5003	8	41173
5003	13	39822
5003	8	41173
5003	13	39822
20481
5003	8	60722
20481
5003	8	26435
20481
5003	8	9294
20481
5003	8	36151
20481
5003	8	2363
5003	8	43080
20481
5003	8	36812
20481
5003	8	56643
20481
5003	8	47200
20481
5003	8	14672
5003	8	29195
20481
5003	8	54919
5003	8	54472
20481
5003	8	1314
5003	8	55511
20481
5003	8	57939
5003	13	53171
20481
5003	8	57939
5003	13	53171
20481
5003	8	10969
5003	8	53400
20481
5003	8	27661
5003	8	57987
5003	13	55675
5003	8	57987
20481
5003	13	55675
5003	8	34021
20481
20481
5003	8	10121
5003	8	16001
20481
5003	8	65316
20481
5003	13	38595
5003	8	41376
5003	13	38595
20481
20481
5003	8	27152
5003	8	45688
20481
20481
5003	8	45248
5003	8	52533
20481
5003	8	17720
5003	8	23190
20481
5003	8	54868
20481
5003	8	16973
20481
5003	8	27425
20481
5003	8	2110
5003	8	1235
20481
5003	8	18878
5003	8	60931
20481
5003	8	15764
20481
5003	8	25752
5003	8	47431
20481
20481
5003	8	56062
5003	13	37627
5003	8	44282
5003	13	37627
20481
5003	8	27179
20481
5003	8	40599
20481
5003	8	49729
20481
5003	8	45727
20481
5003	8	36730
5003	8	45348
20481
5003	8	61620
20481
5003	8	34532
5003	8	41745
5003	8	28631
20481
5003	8	49883
20481
5003	8	40808
20481
5003	8	25990
20481
5003	8	54903
5003	8	42726
20481
5003	8	62039
5003	8	48546
20481
5003	8	53461
20481
5003	8	38534
5003	8	35369
20481
5003	8	19160
5003	8	29130
20481
20481
5003	8	19318
5003	13	19441
20481
5003	8	19318
5003	13	19441
5003	8	14328
20481
5003	8	2135
5003	8	45533
20481
20481
5003	8	7112
20481
5003	8	16668
5003	8	47511
20481
5003	8	43396
5003	8	63288
20481
5003	8	16759
5003	8	34873
20481
5003	8	44810
5003	13	45987
5003	13	45987
5003	8	49416
20481
5003	8	35373
20481
5003	8	45763
20481
5003	8	56786
20481
5003	13	11642
5003	8	20167
5003	13	11642
20481
5003	8	15736
5003	8	25245
20481
5003	8	8515
5003	8	37465
20481
5003	8	61839
5003	8	26646
20481
5003	8	11254
5003	13	7005
5003	8	11254
5003	13	7005
20481
5003	8	10808
5003	8	20736
20481
5003	8	30652
5003	8	38092
20481
5003	8	54839
5003	8	32259
20481
5003	8	53017
5003	8	17712
5003	13	16539
20481
5003	8	17712
5003	13	16539
20481
5003	8	36239
20481
5003	8	20816
5003	8	63323
20481
5003	8	28544
5003	8	61109
20481
5003	8	17296
5003	8	49019
20481
5003	8	33721
20481
5003	8	54968
5003	8	8368
20481
5003	8	14250
20481
5003	8	33680
5003	8	31896
5003	8	42742
20481
5003	8	45104
20481
5003	8	9901
5003	8	62295
20481
5003	8	36973
5003	8	25024
20481
5003	8	44975
20481
5003	8	9693
5003	8	56331
20481
5003	8	1643
5003	8	9412
20481
5003	8	19816
5003	8	48745
20481
5003	8	35297
5003	8	34824
20481
5003	8	44324
20481
5003	8	21740
5003	8	53334
20481
5003	8	54670
5003	8	19843
5003	8	40605
20481
5003	8	29311
5003	8	28361
20481
5003	8	37873
5003	8	52874
20481
5003	8	51542
5003	8	59230
20481
5003	8	27988
5003	8	46522
20481
5003	8	31622
20481
5003	8	47413
5003	8	49298
20481
5003	8	13197
20481
5003	8	24398
5003	8	44768
5003	8	52876
20481
5003	8	46250
5003	8	43499
20481
20481
5003	8	21341
5003	8	28542
20481
20481
5003	8	21356
5003	8	57138
20481
5003	8	10156
20481
5003	8	56806
5003	8	34671
20481
5003	8	57390
20481
20481
5003	8	65246
20481
5003	8	38178
5003	8	36331
20481
20481
5003	8	13379
5003	8	21076
20481
5003	8	26038
20481
5003	8	14263
5003	8	10356
20481
5003	8	3557
20481
5003	8	13666
20481
5003	8	18454
5003	8	16634
5003	8	26119
20481
5003	8	2602
5003	8	22627
20481
5003	8	64664
5003	8	20813
20481
5003	8	44691
5003	8	53694
5003	8	6276
20481
5003	8	7907
20481
5003	8	60335
20481
5003	8	26895
5003	8	46862
20481
5003	8	821
20481
5003	8	21636
5003	8	32030
5003	8	6776
20481
5003	8	40746
20481
5003	8	59284
5003	8	12319
20481
5003	8	11498
5003	8	64419
20481
5003	8	40850
20481
20481
5003	8	51709
20481
5003	8	24602
5003	8	32431
5003	8	53667
20481
5003	8	27894
5003	8	38735
20481
20481
5003	8	62412
5003	8	50707
20481
5003	8	58429
20481
5003	8	24499
20481
5003	8	14175
20481
5003	8	11480
5003	8	21964
20481
5003	8	50182
20481
5003	8	16283
5003	8	14047
20481
20481
5003	8	47150
20481
5003	8	63226
20481
5003	8	13070
5003	8	63223
20481
5003	8	15355
5003	8	12565
20481
5003	8	1247
20481
5003	8	10606
5003	8	30140
20481
5003	8	62227
20481
5003	8	5750
5003	8	22830
20481
5003	8	19362
5003	8	7185
20481
5003	8	5419
5003	8	46508
20481
5003	8	34298
20481
5003	8	4494
5003	8	873
20481
5003	8	63787
20481
5003	8	19075
20481
5003	8	30810
20481
5003	8	29926
20481
5003	8	26714
5003	8	4095
20481
5003	8	39411
5003	8	27254
20481
5003	8	16106
20481
5003	8	37339
20481
5003	8	44519
20481
5003	8	30635
20481
5003	8	16756
20481
5003	8	50233
5003	8	38943
20481
5003	8	36695
20481
5003	8	13759
20481
5003	8	8856
5003	8	26622
20481
20481
5003	8	34092
20481
5003	8	19311
20481
5003	8	30393
20481
5003	8	26311
20481
5003	8	39002
5003	8	15980
20481
5003	8	57980
20481
5003	8	63127
20481
5003	8	2146
20481
20481
5003	8	25165
20481
5003	8	12084
5003	8	19767
20481
5003	8	24506
20481
5003	8	33978
5003	8	64685
20481
5003	8	24153
20481
5003	8	13407
20481
5003	8	7339
20481
5003	8	2964
5003	8	17398
20481
5003	8	38670
20481
5003	8	19287
20481
5003	8	2543
5003	8	39795
5003	13	39030
20481
5003	8	39795
5003	13	39030
20481
20481
5003	8	30445
5003	13	34088
5003	8	41304
5003	13	38603
20481
5003	8	41304
5003	13	38603
5003	8	62551
20481
5003	8	7456
5003	8	40054
20481
